course_name,section_difficulty_level,section_name,subsection_difficulty_level,subsection_name,exercise_number,status,"systemID","tags","ID","questionType","preQuestionContent","questionContent","answerContent","optionsContent","shuffleOptions","shuffleAnswers","numEval","correctFeedback","incorectFeedback","specialFeedback"
Arithmetic,1,Natural Number,1,Addition,1,true,"094577350729446","{""+"", ""<=10"", ""tables""}","match_pls_0024","MATCH","","{""5 + 19 ="", ""3 + 14 ="", ""8 + 2 ="", ""13 + 8 =""}","{24, 17, 10, 21}","{24, 17, 10, 21}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"658209286959664","{""+"", ""<=10"", ""tables""}","match_pls_0025","MATCH","","{""15 + 3 ="", ""10 + 14 ="", ""8 + 17 ="", ""9 + 2 =""}","{18, 24, 25, 11}","{18, 24, 25, 11}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"014575641336617","{""+"", ""tables""}","match_pls_0026","MATCH","","{""5 + 14 ="", ""3 + 20 ="", ""19 + 17 ="", ""11 + 1 =""}","{19, 23, 36, 12}","{19, 23, 36, 12}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"348621135022706","{""+"", ""<=10"", ""tables""}","match_pls_0027","MATCH","","{""5 + 9 ="", ""4 + 18 ="", ""15 + 15 ="", ""16 + 13 =""}","{14, 22, 30, 29}","{14, 22, 30, 29}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"071795970666954","{""+"", ""tables""}","match_pls_0028","MATCH","","{""6 + 16 ="", ""16 + 15 ="", ""19 + 20 ="", ""2 + 15 =""}","{22, 31, 39, 17}","{22, 31, 39, 17}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"727691395764978","{""+"", ""<=10"", ""tables""}","match_pls_0029","MATCH","","{""7 + 14 ="", ""12 + 13 ="", ""5 + 2 ="", ""1 + 15 =""}","{21, 25, 7, 16}","{21, 25, 7, 16}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"611189238504159","{""+"", ""tables""}","match_pls_0030","MATCH","","{""17 + 2 ="", ""14 + 8 ="", ""19 + 11 ="", ""14 + 18 =""}","{19, 22, 30, 32}","{19, 22, 30, 32}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"915455652641411","{""+"", ""<=10"", ""tables""}","match_pls_0031","MATCH","","{""8 + 7 ="", ""0 + 15 ="", ""4 + 16 ="", ""0 + 6 =""}","{15, 15, 20, 6}","{15, 15, 20, 6}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"424548980330610","{""+"", ""<=10"", ""tables""}","match_pls_0032","MATCH","","{""17 + 12 ="", ""10 + 10 ="", ""1 + 5 ="", ""20 + 12 =""}","{29, 20, 6, 32}","{29, 20, 6, 32}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"596438007547509","{""+"", ""tables""}","match_pls_0033","MATCH","","{""15 + 9 ="", ""10 + 19 ="", ""9 + 14 ="", ""16 + 7 =""}","{24, 29, 23, 23}","{24, 29, 23, 23}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"520631563349275","{""+"", ""<=10"", ""tables""}","match_pls_0034","MATCH","","{""6 + 0 ="", ""0 + 17 ="", ""14 + 17 ="", ""8 + 18 =""}","{6, 17, 31, 26}","{6, 17, 31, 26}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"463993298553330","{""+"", ""<=10"", ""tables""}","match_pls_0035","MATCH","","{""17 + 20 ="", ""6 + 12 ="", ""1 + 18 ="", ""2 + 5 =""}","{37, 18, 19, 7}","{37, 18, 19, 7}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"331815414920281","{""+"", ""<=10"", ""tables""}","match_pls_0036","MATCH","","{""7 + 1 ="", ""5 + 17 ="", ""20 + 9 ="", ""15 + 13 =""}","{8, 22, 29, 28}","{8, 22, 29, 28}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"901824824656929","{""+"", ""<=10"", ""tables""}","match_pls_0037","MATCH","","{""3 + 9 ="", ""9 + 19 ="", ""11 + 15 ="", ""13 + 1 =""}","{12, 28, 26, 14}","{12, 28, 26, 14}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"599770478781589","{""+"", ""<=10"", ""tables""}","match_pls_0038","MATCH","","{""5 + 4 ="", ""3 + 17 ="", ""18 + 3 ="", ""9 + 19 =""}","{9, 20, 21, 28}","{9, 20, 21, 28}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"256115154295404","{""+"", ""<=10"", ""tables""}","match_pls_0039","MATCH","","{""5 + 3 ="", ""16 + 19 ="", ""19 + 16 ="", ""18 + 15 =""}","{8, 35, 35, 33}","{8, 35, 35, 33}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"146031890612272","{""+"", ""<=10"", ""tables""}","match_pls_0040","MATCH","","{""2 + 14 ="", ""13 + 10 ="", ""4 + 2 ="", ""17 + 15 =""}","{16, 23, 6, 32}","{16, 23, 6, 32}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"275211963638370","{""+"", ""<=10"", ""tables""}","match_pls_0041","MATCH","","{""20 + 18 ="", ""20 + 6 ="", ""9 + 6 ="", ""15 + 19 =""}","{38, 26, 15, 34}","{38, 26, 15, 34}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"648692747743578","{""+"", ""<=10"", ""tables""}","match_pls_0042","MATCH","","{""14 + 2 ="", ""0 + 5 ="", ""13 + 14 ="", ""16 + 2 =""}","{16, 5, 27, 18}","{16, 5, 27, 18}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"375852820592302","{""+"", ""<=10"", ""tables""}","match_pls_0043","MATCH","","{""15 + 10 ="", ""0 + 10 ="", ""14 + 1 ="", ""3 + 4 =""}","{25, 10, 15, 7}","{25, 10, 15, 7}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"358319145476319","{""+"", ""<=10"", ""tables""}","match_pls_0044","MATCH","","{""12 + 8 ="", ""20 + 13 ="", ""1 + 2 ="", ""0 + 9 =""}","{20, 33, 3, 9}","{20, 33, 3, 9}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"431169707434659","{""+"", ""tables""}","match_pls_0045","MATCH","","{""1 + 17 ="", ""20 + 8 ="", ""2 + 19 ="", ""8 + 16 =""}","{18, 28, 21, 24}","{18, 28, 21, 24}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"726414217311538","{""+"", ""<=10"", ""tables""}","match_pls_0046","MATCH","","{""9 + 14 ="", ""6 + 18 ="", ""7 + 4 ="", ""7 + 16 =""}","{23, 24, 11, 23}","{23, 24, 11, 23}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"700447182788629","{""+"", ""<=10"", ""tables""}","match_pls_0047","MATCH","","{""0 + 10 ="", ""5 + 10 ="", ""5 + 3 ="", ""8 + 17 =""}","{10, 15, 8, 25}","{10, 15, 8, 25}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"908423203483302","{""+"", ""<=10"", ""tables""}","match_pls_0048","MATCH","","{""13 + 10 ="", ""10 + 5 ="", ""15 + 2 ="", ""1 + 8 =""}","{23, 15, 17, 9}","{23, 15, 17, 9}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"632065894466345","{""+"", ""<=10"", ""tables""}","match_pls_0049","MATCH","","{""0 + 10 ="", ""8 + 1 ="", ""1 + 16 ="", ""20 + 8 =""}","{10, 9, 17, 28}","{10, 9, 17, 28}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"114476429254013","{""+"", ""<=10"", ""tables""}","match_pls_0050","MATCH","","{""5 + 7 ="", ""11 + 6 ="", ""3 + 2 ="", ""6 + 9 =""}","{12, 17, 5, 15}","{12, 17, 5, 15}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"157923124518235","{""+"", ""<=10"", ""tables""}","match_pls_0051","MATCH","","{""4 + 2 ="", ""8 + 4 ="", ""3 + 4 ="", ""2 + 15 =""}","{6, 12, 7, 17}","{6, 12, 7, 17}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"305558739543537","{""+"", ""<=10"", ""tables""}","match_pls_0052","MATCH","","{""18 + 10 ="", ""19 + 14 ="", ""15 + 6 ="", ""3 + 8 =""}","{28, 33, 21, 11}","{28, 33, 21, 11}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"370512126441449","{""+"", ""<=10"", ""tables""}","match_pls_0053","MATCH","","{""9 + 16 ="", ""1 + 3 ="", ""3 + 20 ="", ""6 + 11 =""}","{25, 4, 23, 17}","{25, 4, 23, 17}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"717813803635942","{""+"", ""tables""}","match_pls_0054","MATCH","","{""12 + 10 ="", ""19 + 12 ="", ""0 + 17 ="", ""11 + 3 =""}","{22, 31, 17, 14}","{22, 31, 17, 14}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"853360799865320","{""+"", ""<=10"", ""tables""}","match_pls_0055","MATCH","","{""8 + 11 ="", ""16 + 1 ="", ""4 + 2 ="", ""6 + 17 =""}","{19, 17, 6, 23}","{19, 17, 6, 23}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"970297894946853","{""+"", ""<=10"", ""tables""}","match_pls_0056","MATCH","","{""20 + 13 ="", ""19 + 8 ="", ""8 + 0 ="", ""5 + 4 =""}","{33, 27, 8, 9}","{33, 27, 8, 9}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"989168824832702","{""+"", ""<=10"", ""tables""}","match_pls_0057","MATCH","","{""6 + 1 ="", ""6 + 0 ="", ""2 + 18 ="", ""12 + 7 =""}","{7, 6, 20, 19}","{7, 6, 20, 19}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"963283614201459","{""+"", ""tables""}","match_pls_0058","MATCH","","{""18 + 13 ="", ""13 + 12 ="", ""1 + 19 ="", ""14 + 4 =""}","{31, 25, 20, 18}","{31, 25, 20, 18}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"331110311652330","{""+"", ""<=10"", ""tables""}","match_pls_0059","MATCH","","{""2 + 2 ="", ""17 + 20 ="", ""3 + 20 ="", ""13 + 0 =""}","{4, 37, 23, 13}","{4, 37, 23, 13}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"621221315066738","{""+"", ""tables""}","match_pls_0060","MATCH","","{""10 + 20 ="", ""15 + 9 ="", ""1 + 19 ="", ""6 + 14 =""}","{30, 24, 20, 20}","{30, 24, 20, 20}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"576821410981190","{""+"", ""tables""}","match_pls_0061","MATCH","","{""20 + 7 ="", ""7 + 17 ="", ""18 + 1 ="", ""12 + 12 =""}","{27, 24, 19, 24}","{27, 24, 19, 24}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"212400347191320","{""+"", ""<=10"", ""tables""}","match_pls_0062","MATCH","","{""8 + 19 ="", ""3 + 10 ="", ""8 + 0 ="", ""2 + 8 =""}","{27, 13, 8, 10}","{27, 13, 8, 10}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"040265379925533","{""+"", ""<=10"", ""tables""}","match_pls_0063","MATCH","","{""0 + 15 ="", ""19 + 20 ="", ""11 + 0 ="", ""5 + 3 =""}","{15, 39, 11, 8}","{15, 39, 11, 8}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"368693082028929","{""+"", ""<=10"", ""tables""}","match_pls_0064","MATCH","","{""2 + 0 ="", ""8 + 9 ="", ""19 + 6 ="", ""16 + 13 =""}","{2, 17, 25, 29}","{2, 17, 25, 29}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"923860821650733","{""+"", ""tables""}","match_pls_0065","MATCH","","{""17 + 14 ="", ""13 + 12 ="", ""12 + 5 ="", ""0 + 12 =""}","{31, 25, 17, 12}","{31, 25, 17, 12}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"241190283169464","{""+"", ""<=10"", ""tables""}","match_pls_0066","MATCH","","{""0 + 3 ="", ""3 + 0 ="", ""6 + 9 ="", ""0 + 15 =""}","{3, 3, 15, 15}","{3, 3, 15, 15}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"092350988815096","{""+"", ""<=10"", ""tables""}","match_pls_0067","MATCH","","{""8 + 15 ="", ""1 + 3 ="", ""20 + 1 ="", ""2 + 14 =""}","{23, 4, 21, 16}","{23, 4, 21, 16}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"820793829054827","{""+"", ""<=10"", ""tables""}","match_pls_0068","MATCH","","{""15 + 6 ="", ""6 + 6 ="", ""7 + 3 ="", ""13 + 10 =""}","{21, 12, 10, 23}","{21, 12, 10, 23}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"358974308530863","{""+"", ""<=10"", ""tables""}","match_pls_0069","MATCH","","{""14 + 5 ="", ""10 + 8 ="", ""8 + 2 ="", ""16 + 18 =""}","{19, 18, 10, 34}","{19, 18, 10, 34}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"716974808273207","{""+"", ""tables""}","match_pls_0070","MATCH","","{""9 + 13 ="", ""4 + 16 ="", ""12 + 4 ="", ""2 + 17 =""}","{22, 20, 16, 19}","{22, 20, 16, 19}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"422415827037446","{""+"", ""<=10"", ""tables""}","match_pls_0071","MATCH","","{""9 + 2 ="", ""2 + 2 ="", ""1 + 5 ="", ""10 + 17 =""}","{11, 4, 6, 27}","{11, 4, 6, 27}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"976560728145844","{""+"", ""tables""}","match_pls_0072","MATCH","","{""19 + 14 ="", ""12 + 6 ="", ""16 + 6 ="", ""2 + 19 =""}","{33, 18, 22, 21}","{33, 18, 22, 21}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"473533647428662","{""+"", ""<=10"", ""tables""}","match_pls_0073","MATCH","","{""2 + 9 ="", ""14 + 15 ="", ""15 + 9 ="", ""17 + 1 =""}","{11, 29, 24, 18}","{11, 29, 24, 18}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"912819421444136","{""+"", ""tables""}","match_pls_0074","MATCH","","{""20 + 6 ="", ""20 + 15 ="", ""17 + 12 ="", ""19 + 8 =""}","{26, 35, 29, 27}","{26, 35, 29, 27}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"930686174733190","{""+"", ""tables""}","match_pls_0075","MATCH","","{""13 + 9 ="", ""12 + 0 ="", ""14 + 1 ="", ""14 + 4 =""}","{22, 12, 15, 18}","{22, 12, 15, 18}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"307236761512867","{""+"", ""<=10"", ""tables""}","match_pls_0076","MATCH","","{""10 + 13 ="", ""7 + 10 ="", ""3 + 18 ="", ""5 + 2 =""}","{23, 17, 21, 7}","{23, 17, 21, 7}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"336175472850962","{""+"", ""tables""}","match_pls_0077","MATCH","","{""15 + 18 ="", ""8 + 16 ="", ""3 + 13 ="", ""11 + 20 =""}","{33, 24, 16, 31}","{33, 24, 16, 31}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"161434671123965","{""+"", ""<=10"", ""tables""}","match_pls_0078","MATCH","","{""0 + 9 ="", ""7 + 16 ="", ""18 + 15 ="", ""12 + 15 =""}","{9, 23, 33, 27}","{9, 23, 33, 27}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"906625938570986","{""+"", ""<=10"", ""tables""}","match_pls_0079","MATCH","","{""10 + 19 ="", ""12 + 18 ="", ""10 + 6 ="", ""19 + 19 =""}","{29, 30, 16, 38}","{29, 30, 16, 38}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"771632136967502","{""+"", ""<=10"", ""tables""}","match_pls_0080","MATCH","","{""7 + 6 ="", ""6 + 7 ="", ""1 + 17 ="", ""3 + 0 =""}","{13, 13, 18, 3}","{13, 13, 18, 3}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"369642084194958","{""+"", ""<=10"", ""tables""}","match_pls_0081","MATCH","","{""1 + 11 ="", ""11 + 18 ="", ""2 + 1 ="", ""14 + 11 =""}","{12, 29, 3, 25}","{12, 29, 3, 25}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"761831464740761","{""+"", ""tables""}","match_pls_0083","MATCH","","{""19 + 4 ="", ""16 + 3 ="", ""9 + 16 ="", ""12 + 17 =""}","{23, 19, 25, 29}","{23, 19, 25, 29}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"220304657419323","{""+"", ""tables""}","match_pls_0084","MATCH","","{""18 + 10 ="", ""9 + 18 ="", ""13 + 17 ="", ""17 + 6 =""}","{28, 27, 30, 23}","{28, 27, 30, 23}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"132739934918154","{""+"", ""<=10"", ""tables""}","match_pls_0085","MATCH","","{""2 + 19 ="", ""16 + 8 ="", ""1 + 14 ="", ""4 + 10 =""}","{21, 24, 15, 14}","{21, 24, 15, 14}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"043813878917533","{""+"", ""<=10"", ""tables""}","match_pls_0086","MATCH","","{""3 + 12 ="", ""19 + 12 ="", ""20 + 15 ="", ""5 + 6 =""}","{15, 31, 35, 11}","{15, 31, 35, 11}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"869914807488775","{""+"", ""<=10"", ""tables""}","match_pls_0087","MATCH","","{""8 + 0 ="", ""20 + 18 ="", ""20 + 16 ="", ""1 + 15 =""}","{8, 38, 36, 16}","{8, 38, 36, 16}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"717436684099859","{""+"", ""<=10"", ""tables""}","match_pls_0088","MATCH","","{""15 + 18 ="", ""10 + 16 ="", ""14 + 8 ="", ""0 + 5 =""}","{33, 26, 22, 5}","{33, 26, 22, 5}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"200548979280329","{""+"", ""tables""}","match_pls_0089","MATCH","","{""3 + 12 ="", ""1 + 13 ="", ""11 + 12 ="", ""6 + 15 =""}","{15, 14, 23, 21}","{15, 14, 23, 21}","True","True","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"701708945977072","{""+"", ""<=10"", ""tables""}","match_pls_0090","MATCH","","{""6 + 4 ="", ""4 + 3 ="", ""16 + 20 ="", ""14 + 8 =""}","{10, 7, 36, 22}","{10, 7, 36, 22}","True","True","True","Correct!","Incorrect..",""
